danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster,id
-1.9206818224596172,-0.9687015358431753,-0.15664880835988643,-0.7909304196561812,0.6692303685955036,-0.4035335045925306,0.8254120838954058,-1.2255338124045818,-1.744990190796336,2,1xsYj84j7hUDDnTTerGWlH
-0.8302977910858251,0.06441303418305953,-1.6857867954979031,-0.6531028812828404,-0.7658176805958841,-0.009507549801195678,-0.27810010212106584,0.5993198963241342,0.5801299579156419,0,4KfSdst7rW39C0sfhArdrz
-1.7738993566977608,0.9773980030434536,0.36638297886554566,-0.6554000069223961,-0.8219427103333822,-0.402993676711499,-0.7027850949213442,-0.6776562555114339,1.4030118239914153,0,5UWwZ5lm5PKu6eKsHAGxOk
-0.9421320507139064,1.0062291073232554,0.8233314158930535,-0.692154017155287,-0.5298987866450487,-0.40334363409644364,0.7250927942575446,1.1387685677266184,0.00453351280532763,0,37ZJ0p5Jm13JPevGcx4SkF
-0.8512667147660904,-0.18065135219525635,-0.7595953446618781,1.4958581545214982,-0.8128136258717592,-0.29096263811837136,0.06967343529018591,0.34223888885888765,-1.6461468214808919,3,70YvYr2hGlS01bKRIho1HM
-0.22219900435813372,0.040387113949891786,-2.2223938445856994,-0.46818426729860824,-0.037023645142666387,-0.33861640968530055,0.6448373625472557,-0.25621198097824305,0.14129371778336255,0,2EC9IJj7g0mN1Q5VrZkiYY
0.5326822481314144,-1.1128570572421848,-0.214023500004596,-0.2924541558725987,-0.8075167207687229,0.035167861042800445,1.01267475788608,-1.0400983316099779,0.04720961933428041,0,3dPQuX8Gs42Y7b454ybpMR
0.4418169121835983,-0.9158445113302052,-1.029563759811538,-0.728908027388178,0.14705319886355878,-0.3669108365531648,-0.6713517175014811,0.8690442320253761,-0.2922719248605479,0,254bXAqt3zP6P50BdQvEsq
-1.151821287516559,1.0206446594631564,0.46012912682074075,-0.6588456953817297,-0.8216155043514853,-0.360581820016932,0.2101204407831913,-1.120172743771284,0.43754849601015555,0,57bgtoPSgt236HzfBOd8kj
-2.794386975804002,1.3233712544010763,0.5308229433115434,0.025697745205863,-0.8142411605803789,-0.40414034558982825,0.6515253151897797,0.182090064536275,-1.4713124495719572,0,0PdM2a6oIjqepoEfcJo0RO
-0.6136189130564184,-0.8149356463508983,-0.643565276291104,-0.7668106004408467,-0.8006044474427748,-0.40230120784341705,-0.8566080056993979,0.3548822170948834,0.9726714723478495,0,40riOy7x9W7GXjyGp4pjAv
-2.528780609187309,0.746749168805038,-0.25859134083575414,-0.6197945595092831,-0.820939303700034,-0.4040524839485017,-0.6325615921748415,0.2579500339522494,-0.8543378808962447,0,5sFDReWLrZHLFZFjHsjUTS
-1.780888997924516,1.0783068680227603,-1.185551202720592,3.5747568583193887,-0.6403448930487837,0.08356622279046298,1.4674555375777167,-0.4332185762821833,-1.2844422356373464,3,0hCB0YR03f6AmQaHbwWDe8
-1.0609559515687428,-1.1897400019883233,-0.7590830706293362,-0.649657192823507,-0.7857280331108432,-0.40364519311964064,-0.3784193917589268,-1.7734113692977298,-1.2016859885065483,2,70LcF31zb1H0PyJoS1Sx1r
-0.9840698980744369,1.4435008555669175,0.39327736557400333,0.16352528357920376,-0.8175845971347776,-0.40396350542190407,-0.7435816060407411,-0.3109997366675579,0.738326548200846,0,05RgAMGypEvqhNs5hPCbMS
-2.1303710592622696,1.3618127267741456,0.3348781258642098,-0.09260422523125457,-0.7320076480233122,-0.40410553599887894,-0.1777808124832047,-0.14242202685428168,1.637160084053032,0,2RaA6kIcvomt77qlIgGhCT
1.8607140812148792,-0.7188319654182252,0.1279194167172218,0.7837492062592375,-0.40142066286927525,0.8207105017163993,-0.15102900191310842,0.9744053006586738,-0.48854268207665225,3,57JVGBtBLCfHw2muk5416J
-2.7734180521237364,1.2801245979813733,0.7101188547012607,0.04292618750253061,-0.803346816751439,-0.40406402509630307,-0.4653627761117397,0.34223888885888765,0.9420705406616516,0,6hTcuIQa0sxrrByu9wTD7s
-0.7044842490042345,0.7515543528516717,-0.36898639484856594,-0.7346508414870672,-0.8117617581917236,-0.37435673836049743,-0.8231682424867774,0.4054555300388663,0.035409774211067856,0,3VqHuw0wFlIHcIPWkhIbdQ
0.4418169121835983,0.914930610437216,-0.0905654581619621,-0.7461364696848456,-0.5847461728183321,-0.15805329085748282,0.8856036576781224,1.6782172391291026,1.015622908596344,0,6cr6UDpkjEaMQ80OjWqEBQ
-1.906702540006107,1.2801245979813733,0.11921075816400699,-0.2028662559299272,-0.8154808617747065,-0.4041234433927256,0.7518446048276409,-1.0948860872992927,-0.6709289548644427,0,6QewNVIDKdSl8Y3ycuHIei
0.11330377452611022,-0.22870319266159292,-0.4796375858776482,-0.7369479671266228,0.5415035788768983,-0.4008902094509275,0.8588518471080261,-0.1845664543076008,-0.7842468008643616,0,1CM1wOqD2AIjt2MWd31LV2
-0.4738260885213167,1.2176572053751362,0.5938326493142156,-0.23272888924415108,-0.7087162922510959,-0.403891280174373,1.3805121532249036,0.04722789668565431,0.6972630871720655,0,549Go7a66CX6k523uK9kUv
-1.2356969822376198,0.22298410772197017,-0.6684105668693933,-0.656548569742174,-0.7855026328936927,-0.3870147714329631,-0.1777808124832047,-0.9810961331753313,0.13437114197774438,0,4qgZs0RNjdzKAS22lP0QjY
-0.1872507982243583,-0.07013211912268229,-0.13948762826972774,-0.6473600671839512,-0.06707700742939694,-0.3741333613062775,-0.22459648098087326,0.5824621253428066,0.4080488832021239,0,4BP3uh0hFLFRb5cjsgLqDh
